mjd,mag,magerr
52196.3,21.80043,0.16691357
52197.32,21.61711,0.1490867
52225.17,21.713179,0.17061661
52522.32,21.708199,0.17539047
52557.31,21.98251,0.23284552
52558.32,21.528078,0.1651937
52577.21,21.616814,0.13609813
52578.21,21.9156,0.16663978
52586.21,21.540668,0.13375038
52908.28,21.6167,0.16123565
52910.29,21.753977,0.1384266
52930.18,21.931833,0.2556677
52931.22,21.876865,0.2009187
52934.22,21.533089,0.17814913
52935.22,21.856377,0.16872531
52936.21,21.542086,0.11434803
52959.16,21.872663,0.141954
52963.14,21.907646,0.13537304
53270.28,22.527302,0.31717563
53272.33,21.557318,0.20232472
53286.3,21.73237,0.18834668
53288.25,21.667664,0.1583979
53294.3,21.43356,0.15304548
53302.25,21.67884,0.35139176
53314.21,21.746992,0.17057241
53352.12,21.776297,0.14489236
53623.3,23.289558,0.5156923
53626.29,21.698044,0.16739012
53628.27,22.505363,0.9093143
53635.28,21.733547,0.30845997
53636.28,21.417692,0.27153644
53638.31,22.25508,0.29422808
53639.32,22.10588,0.25613016
53654.3,21.954756,0.21289603
53663.26,21.488043,0.2494719
53664.28,21.596832,0.3499289
53666.24,21.709545,0.20851366
53668.25,21.689478,0.30550638
53669.24,22.235382,0.19693083
53670.26,21.868208,0.17561196
53671.32,21.342278,0.20430128
53673.22,22.013231,0.19843003
53674.22,21.94877,0.20500512
53675.22,21.84431,0.17871599
53676.31,22.043558,0.25776324
53677.24,21.881994,0.15170413
53679.28,21.421223,0.1780486
53680.23,22.10116,0.2182635
53681.27,21.766037,0.1767685
53693.23,21.922213,0.46092543
53697.23,22.041544,0.21692741
53698.23,22.68434,0.44504708
53700.23,21.728823,0.21184692
53704.21,21.675465,0.18192111
53705.21,21.661753,0.1786404
53974.31,20.975416,0.12446044
53975.3,21.442005,0.14427629
53989.31,21.021656,0.24349442
53993.37,21.521084,0.16118129
53994.32,21.35646,0.12308116
53996.31,21.231121,0.18195218
53998.28,22.119217,0.68980825
54000.29,21.353739,0.16620454
54005.31,21.666477,0.11824994
54008.27,21.389914,0.15158468
54009.26,21.323689,0.13378793
54010.26,21.229103,0.14926518
54011.32,21.586727,0.21160841
54012.25,21.817238,0.43780193
54020.26,22.06723,0.6360988
54024.34,22.247269,0.37398723
54025.32,20.901848,0.17412737
54028.25,21.24829,0.12701946
54029.25,21.382874,0.18086772
54030.25,21.386269,0.11003602
54031.24,21.614584,0.11959396
54035.33,21.22655,0.2234226
54037.23,21.254728,0.11737285
54039.24,21.225382,0.17784055
54040.25,20.875069,0.1880374
54048.24,21.257078,0.19261305
54049.28,21.21199,0.33979237
54052.24,21.129877,0.21595024
54053.24,21.079346,0.12051453
54054.26,21.443249,0.2808908
54055.24,21.068247,0.11466338
54056.24,21.100733,0.14754261
54058.24,21.371593,0.16531089
54060.26,21.034128,0.11851068
54062.24,21.736614,0.3557652
54068.22,22.539772,0.886331
54357.28,21.294956,0.12202081
54362.33,21.563501,0.18612513
54379.32,21.651218,0.18807603
54381.33,21.355478,0.15884675
54382.31,21.43366,0.1981877
54385.33,21.280287,0.14593115
54386.32,21.298717,0.14659923
54387.33,21.83906,0.27002963
54393.31,21.300573,0.12766327
54394.31,21.304405,0.20885341
54411.19,21.541014,0.12673171
54413.23,21.707123,0.21509519
54417.24,21.314747,0.12508123
54418.23,21.548319,0.14130259
54422.24,21.625174,0.26797223
54433.24,21.192566,0.3196354
